"","overall_qual","overall_cond","year_built","gr_liv_area","bedroom_abv_gr","kitchen_abv_gr","tot_rms_abv_grd","fireplaces","garage_area","open_porch_sf","pool_area","mo_sold","yr_sold","sale_price"
"296",7,8,1929,854,2,1,5,0,576,112,0,7,2007,11.7905572015685
"297",6,7,1970,1004,2,1,5,1,480,0,0,3,2010,11.9117015849276
"298",5,5,2004,1114,3,1,6,0,576,102,0,6,2008,11.9766594812024
"299",5,6,1958,1339,3,1,6,0,294,0,0,5,2009,11.8422292121128
"300",7,7,1930,1108,3,1,6,1,280,0,0,6,2007,11.8451027773086
"301",5,8,1968,1060,3,1,6,1,270,90,0,5,2010,11.9447078813958
"302",5,7,1951,900,3,1,5,0,576,32,0,5,2010,11.8115474774603
"303",5,6,1966,1228,3,1,6,0,271,65,0,6,2008,11.9140478236443
"304",5,6,1954,1297,3,1,5,1,498,0,0,10,2009,11.9381932003746
"305",6,5,1965,1324,3,1,6,1,440,138,0,12,2006,11.982929094216
"306",5,7,1983,884,2,1,5,0,504,0,0,12,2007,11.8775685785581
"307",5,6,1975,938,3,1,5,0,308,0,0,7,2008,11.7772109596156
"308",5,6,1959,1150,3,1,6,0,300,0,0,5,2006,11.8565151693603
"309",5,5,1955,1360,3,1,6,1,572,50,0,2,2007,11.7752897294377
"310",6,5,2004,1158,3,1,5,0,576,50,0,5,2006,11.9703503120091
"311",7,6,1921,1710,3,1,9,0,480,11,0,4,2010,11.8493977015914
"312",4,7,1956,952,2,1,4,0,283,0,0,4,2008,11.8185702377962
"313",4,5,1968,1768,4,2,8,0,0,0,0,4,2010,11.8240798936072
"314",6,5,1998,1337,2,1,5,0,405,199,0,3,2006,11.9414558460094
"315",6,6,1910,2291,4,2,9,1,506,0,0,11,2007,11.8048485316793
"316",5,5,1962,1092,3,1,6,1,288,20,0,9,2009,11.8422292121128
"317",5,5,2006,1125,2,1,5,0,430,64,0,4,2007,11.9511803959014
"318",6,5,1993,1199,2,1,5,0,530,63,0,3,2008,11.944058319827
"319",6,5,1966,1348,3,1,6,1,453,108,0,7,2006,11.9511803959014
"320",5,7,1958,1053,3,1,6,0,750,80,0,7,2006,11.9183905730784
"321",5,5,1967,1214,3,1,5,1,318,111,0,7,2007,11.870599909242
"322",6,5,2004,1709,3,1,7,0,380,40,0,4,2006,11.7752897294377
"323",7,5,2004,1080,3,1,6,0,0,0,0,4,2008,11.8565151693603
"324",6,6,1984,1232,3,1,6,0,516,0,0,6,2008,11.9984332807519
"325",6,7,1926,1616,3,1,5,0,216,0,0,10,2007,11.9316357998284
"326",5,7,1916,1656,3,1,8,0,180,0,0,8,2009,11.8130300574206
"327",4,5,2003,1121,2,1,5,0,440,64,0,3,2010,11.8493977015914
"328",6,5,2004,848,1,1,3,1,420,0,0,1,2008,11.9117015849276
"329",5,5,1962,1696,3,1,8,1,349,30,0,3,2007,11.8768738928755
"330",4,5,1960,1100,3,1,6,1,312,0,0,4,2008,11.8565151693603
"331",6,7,1964,1092,3,1,6,0,504,0,0,7,2008,11.8844890214027
"332",5,5,1995,990,3,1,5,0,576,0,0,7,2006,11.9576112862317
"333",5,6,1957,1236,2,1,6,1,447,0,0,5,2006,11.808947661697
"334",6,6,1959,1194,3,1,6,0,312,0,0,4,2010,11.9049675527463
"335",6,8,1910,1928,4,2,9,0,440,60,0,4,2006,11.8277362048103
"336",6,5,1954,1375,2,1,5,1,451,30,0,6,2006,11.8493977015914
"337",5,6,1957,1314,3,1,5,0,294,0,0,6,2010,11.8844890214027
"338",5,7,1929,1316,3,1,6,0,484,0,0,4,2010,11.7752897294377
"339",6,7,1976,1113,3,1,6,1,504,30,0,5,2007,11.9049675527463
"340",6,6,1958,1632,3,1,6,1,338,0,0,4,2009,11.8422292121128
"341",6,7,1962,1734,3,1,7,1,440,0,0,6,2006,11.9766594812024
"342",6,7,1915,1396,3,1,7,0,384,0,0,7,2007,11.9419443260321
"343",5,6,1912,1716,6,1,9,0,0,184,0,3,2008,11.8196746001392
"344",5,4,1949,1716,3,1,8,1,281,0,0,1,2009,11.7829526021833
"345",6,6,1984,1003,3,1,6,0,588,0,0,3,2006,11.8670972786908
"346",5,5,1950,1558,4,1,6,0,282,0,0,6,2007,11.9316357998284
"347",6,8,1950,1152,3,1,6,1,300,36,0,8,2009,11.9735098722995
"348",5,7,1972,894,3,1,5,0,552,0,0,7,2006,11.9177236840907
"349",6,6,1948,972,2,1,5,1,240,0,0,5,2009,11.7905572015685
"350",6,5,1960,1383,3,1,7,0,292,45,0,4,2006,11.8862116747142
"351",5,6,1958,1056,3,1,6,0,308,0,0,8,2007,11.8422292121128
"352",6,7,1958,1215,3,1,6,0,297,0,0,6,2009,11.9511803959014
"353",6,5,1939,1577,3,1,6,1,312,0,0,10,2006,11.8508252535826
"354",6,5,1960,1478,3,1,6,2,498,40,0,12,2009,11.9671807372478
"355",7,5,2003,1626,2,1,6,0,474,27,0,10,2008,11.9447078813958
"356",6,5,1940,1595,2,1,6,2,240,0,0,6,2006,11.8493977015914
"357",5,5,1976,1142,3,1,6,1,528,90,0,8,2007,11.805595078933
"358",6,6,1978,912,2,1,5,1,470,0,0,6,2007,11.9576112862317
"359",5,5,1940,1505,3,1,8,0,240,0,0,7,2008,11.8844890214027
"360",5,7,1920,1344,3,1,6,0,468,128,0,7,2009,11.8981878657609
"361",6,5,1963,1394,3,1,6,2,514,76,0,7,2009,11.9766594812024
"362",5,6,1954,1268,2,1,7,1,244,98,0,3,2010,11.7905572015685
"363",5,7,1959,1287,3,1,7,1,576,17,0,3,2010,11.9953516142145
"364",4,4,1959,1588,4,1,7,1,680,59,0,7,2008,11.8088137739691
"365",5,5,1996,914,2,1,5,0,576,0,0,7,2006,11.9049675527463
"366",4,4,1976,1620,3,1,8,1,490,78,0,6,2009,11.9183905730784
"367",5,5,1955,1056,3,1,5,0,572,0,0,1,2006,11.8844890214027
"368",6,7,1978,1400,3,1,6,1,440,0,0,3,2006,11.9150516718129
"369",5,6,1968,1056,3,1,6,1,304,85,0,7,2010,11.8635823365834
"370",6,5,1956,1196,2,1,6,1,297,44,0,5,2008,11.8422292121128
"371",7,8,1946,1389,3,1,6,2,240,0,0,9,2009,11.8130300574206
"372",8,7,1925,1666,3,1,7,1,228,63,0,6,2008,11.9891596439666
"373",5,7,1942,1644,3,1,7,2,312,0,0,6,2007,11.8947807074393
"374",6,5,2005,1072,2,1,5,0,525,28,0,6,2008,11.9049675527463
"375",5,6,1963,970,2,1,5,0,624,24,0,7,2007,11.7943379244084
"376",7,8,1915,1826,4,1,7,1,164,0,0,6,2009,11.9511803959014
"377",5,7,1950,1113,3,1,5,1,264,80,0,7,2009,11.8981878657609
"378",5,7,1965,1073,3,1,6,0,515,0,0,6,2007,11.9576112862317
"379",5,4,1900,2414,3,2,10,1,520,0,0,5,2006,11.982929094216
"380",6,7,1941,1578,3,1,5,2,240,0,0,8,2006,11.7981044072039
"381",5,6,1960,1269,3,1,6,1,308,0,0,6,2008,11.9511803959014
"382",5,7,1967,899,3,1,5,0,288,0,0,6,2009,11.7752897294377
"383",5,7,1965,1214,2,1,6,0,461,0,0,4,2007,11.8493977015914
"384",6,5,1974,1322,3,1,6,1,440,0,0,6,2009,11.8981878657609
"385",7,9,1928,1378,3,1,7,1,360,0,0,10,2008,11.9891596439666
"386",6,5,1983,1080,3,1,5,0,484,0,0,6,2007,11.805595078933
"387",6,6,1972,2119,3,1,7,1,583,104,0,8,2009,11.9703503120091
"388",6,6,1957,1244,3,1,6,2,336,40,0,5,2007,11.9183905730784
"389",6,7,1947,1664,3,1,7,2,420,24,0,10,2006,11.9766594812024
"390",5,7,1956,928,2,1,4,0,252,0,0,6,2007,11.7905572015685
"391",5,5,1968,1159,3,1,7,1,336,0,0,7,2006,11.9703503120091
"392",7,5,1998,767,1,1,4,0,367,40,0,6,2007,11.7981044072039
"393",5,5,1957,1092,2,1,6,1,299,0,0,5,2006,11.8565151693603
"394",5,5,1979,943,2,1,4,2,600,0,0,12,2006,11.8201160038101
"395",5,5,1965,1728,6,2,10,0,576,0,0,11,2008,11.8677987869623
"396",5,7,1971,1109,3,1,5,0,288,0,0,12,2007,11.8422292121128
"397",7,5,2007,1392,2,1,5,0,540,102,0,2,2008,11.8913619006905
"398",5,5,1954,1795,4,1,7,0,352,0,0,11,2008,11.7867621306
"399",4,7,1935,1573,3,1,6,0,240,0,0,7,2009,11.7981044072039
"400",6,7,1918,838,2,1,5,0,275,0,0,5,2008,11.7752897294377
"401",5,6,1982,860,2,1,4,0,528,0,0,7,2009,11.8277362048103
"402",5,8,1968,1473,1,1,5,2,452,48,0,6,2009,11.870599909242
"403",5,8,1982,816,2,1,4,0,816,0,0,6,2008,11.8350089641393
"404",6,5,2003,848,1,1,4,0,420,0,0,5,2009,11.8493977015914
"405",6,6,1980,1556,3,1,6,1,452,0,0,7,2008,11.9250351157971
"406",6,6,1937,1375,3,1,6,1,544,162,0,12,2007,11.8565151693603
"407",7,5,2004,1200,2,1,4,0,480,172,0,6,2010,11.9250351157971
"408",5,5,1996,1040,3,1,6,0,576,0,0,11,2009,11.9316357998284
"409",6,6,1978,1032,3,1,6,1,564,0,0,7,2007,11.9049675527463
"410",5,5,2007,1120,3,1,6,0,0,30,0,12,2007,11.8981878657609
"411",6,7,1963,1054,3,1,6,0,480,0,0,5,2010,11.8313791960888
"412",6,5,1980,1056,0,2,4,0,576,56,0,6,2010,11.8775685785581
"413",5,5,1969,1620,4,1,7,0,462,0,0,4,2007,11.9316357998284
"414",6,5,1971,981,3,1,5,0,576,312,0,3,2007,11.872346634577
"415",6,5,1953,1094,3,1,5,2,495,0,0,6,2008,11.9511803959014
"416",6,5,1966,1839,4,1,7,1,442,124,0,6,2010,11.9511803959014
"417",6,7,1906,1469,3,1,7,0,216,0,0,6,2008,11.8130300574206
"418",5,7,1959,1053,3,1,5,0,312,0,0,8,2008,11.8879313655937
"419",7,6,1931,1502,3,1,6,1,270,0,0,2,2008,11.9117015849276
"420",4,5,1972,1181,3,1,6,0,588,0,0,4,2008,11.8313791960888
"421",4,5,1922,1180,2,1,5,1,252,0,0,7,2006,11.8313791960888
"422",6,6,1965,1136,3,1,5,1,384,0,0,7,2008,11.8493977015914
"423",6,6,1978,1441,3,1,7,1,440,0,0,4,2009,11.9083402372249
"424",5,5,1932,1520,3,1,6,0,281,0,0,7,2009,11.9793853224676
"425",7,5,2004,1102,2,1,4,0,480,60,0,3,2007,11.9103584013811
"426",5,6,1936,1539,3,1,5,0,576,0,0,4,2009,11.8600549960654
"427",5,8,1965,894,3,1,5,1,336,144,0,4,2010,11.8386256046095
"428",7,5,1969,1164,3,1,6,0,528,0,0,7,2006,11.8493977015914
"429",5,9,1900,1812,4,2,8,1,672,0,0,5,2010,11.8493977015914
"430",6,8,1976,1479,3,1,6,0,475,44,0,3,2010,11.7791285057449
"431",7,8,1890,2554,3,1,8,0,704,48,0,7,2007,11.979799201207
"432",5,6,1973,1178,3,1,5,1,439,0,0,11,2008,11.9640010843304
"433",6,5,2004,848,1,1,3,0,420,0,0,5,2010,11.870599909242
"434",4,6,1954,1470,4,1,7,0,548,0,0,5,2008,11.8130300574206
"435",7,7,1914,1768,2,1,6,2,320,341,0,10,2006,12.0015054797889
"436",5,7,1910,1432,2,1,7,0,360,0,0,5,2007,11.7905572015685
"437",6,8,1961,912,3,1,5,0,288,0,0,5,2008,11.8635823365834
"438",7,5,2003,1320,3,1,6,0,400,48,0,8,2007,11.9953516142145
"439",6,8,1969,1026,3,1,5,0,440,48,0,7,2009,11.9576112862317
"440",6,5,1978,1386,3,1,6,1,440,0,0,4,2010,11.9760303525248
"441",6,7,1940,1750,4,1,7,0,423,0,0,7,2008,11.982929094216
"442",5,5,1982,858,2,1,5,0,576,0,0,4,2009,11.8122890421958
"443",6,5,1998,1204,2,1,5,0,412,247,0,6,2009,11.9953516142145
"444",5,5,1977,2020,4,2,10,2,630,0,0,10,2007,11.8775685785581
"445",6,5,1977,1004,2,1,4,0,504,0,0,5,2006,11.8130300574206
"446",6,5,1967,1342,3,1,7,1,457,0,0,9,2009,11.9922604216448
"447",5,6,1915,1652,4,1,7,0,416,0,0,6,2010,11.8422292121128
"448",7,5,2005,1145,2,1,5,1,397,16,0,9,2009,11.9841783136164
"449",6,5,1976,1062,3,1,5,2,539,0,0,5,2007,11.8968263951626
"450",6,5,1977,1285,3,1,7,1,528,0,0,4,2007,11.8740903141818
"451",5,5,1967,980,3,1,6,0,384,0,0,10,2006,11.8167269193019
"452",5,5,1966,1086,3,1,6,1,484,0,0,6,2006,11.9826165453777
"453",6,5,2004,848,1,1,4,1,420,0,0,6,2008,11.8810347865346
"454",6,6,1958,1442,4,1,7,0,301,0,0,4,2007,11.9697172002437
"455",5,6,1954,1008,2,1,4,1,275,0,0,7,2006,11.8277362048103
"456",6,7,1971,1052,3,1,6,0,440,0,0,6,2010,11.9511803959014
"457",6,7,1940,1489,3,1,7,1,240,0,0,7,2009,11.8458198802436
"458",7,5,2005,1223,2,1,4,0,480,166,0,7,2006,11.9009052587374
"459",7,5,2005,1200,2,1,4,0,480,166,0,6,2006,11.9250351157971
"460",5,6,1961,1144,3,1,6,0,456,0,0,9,2008,11.8490404949436
"461",5,6,1948,1559,2,1,5,0,812,116,0,6,2007,11.9414558460094
"462",5,6,1995,1099,3,1,6,0,352,0,0,6,2008,11.8775685785581
"463",5,6,1946,1200,3,1,6,0,240,0,0,5,2008,11.7791285057449
"464",6,8,1925,1482,4,1,7,0,400,0,0,3,2008,11.8493977015914
"465",5,4,1961,1800,6,2,10,0,0,0,0,7,2007,11.8565151693603
"466",5,8,1915,1416,4,1,7,1,720,0,0,6,2008,11.944058319827
"467",6,5,2003,848,1,1,3,0,420,0,0,11,2007,11.7867621306
"468",6,6,1964,1445,3,1,7,1,645,0,0,8,2009,11.9703503120091
"469",6,6,1978,1026,3,1,5,0,576,0,0,10,2008,11.8981878657609
"470",5,6,1970,1002,3,1,5,0,902,0,0,8,2009,11.9083402372249
"471",5,7,1949,1268,3,1,6,1,288,28,0,9,2009,11.7981044072039
"472",4,5,1963,1040,3,1,5,0,648,0,0,1,2007,11.7924493497205
"473",5,7,1961,1155,3,1,6,0,576,0,0,6,2010,11.9049675527463
"474",5,8,1978,864,3,1,6,0,336,0,0,7,2009,11.8240798936072
"475",5,5,2005,1090,2,1,5,0,450,49,0,6,2007,11.9640010843304
"476",5,5,1959,1712,4,2,8,0,588,54,0,6,2006,11.8844890214027
"477",5,7,1955,1393,3,1,8,0,300,0,0,4,2008,11.8167269193019
"478",6,4,1953,1505,2,1,6,1,505,0,0,2,2009,11.9150516718129
"479",6,8,1963,1068,3,1,6,0,264,0,0,2,2006,11.9479493753199
"480",5,5,1979,2240,6,2,12,0,528,0,0,6,2009,11.8702711838891
"481",5,7,1957,1306,2,1,5,0,756,0,0,5,2009,11.9381932003746
"482",5,5,1983,902,2,1,5,0,484,0,0,6,2006,11.7829526021833
"483",5,7,1977,1268,3,1,5,0,252,0,0,10,2009,11.8740903141818
"484",4,6,1956,1229,3,1,6,0,284,0,0,4,2009,11.8130300574206
"485",6,5,1976,1728,4,2,8,0,574,0,0,7,2006,11.9243726447559
"486",5,4,1967,1632,4,2,8,0,576,0,0,6,2007,11.870599909242
"487",6,6,1958,1344,3,1,7,1,525,118,0,1,2009,11.8313791960888
"488",5,6,1959,1144,3,1,6,1,796,0,0,3,2006,11.870599909242
"489",5,8,1972,768,2,1,5,0,396,0,0,4,2009,11.8048485316793
"490",6,6,1946,1958,4,2,8,0,492,0,0,8,2007,11.8844890214027
"491",5,5,1962,1057,3,1,6,0,576,0,0,4,2007,11.7905572015685
"492",7,5,1999,1416,3,1,6,0,484,44,0,5,2010,11.9511803959014
"493",6,6,1976,1548,3,1,7,1,440,0,0,7,2007,11.9511803959014
"494",5,7,1955,1098,3,1,6,0,260,0,0,7,2008,11.8130300574206
"495",6,5,1958,1095,2,1,6,0,264,0,0,3,2006,11.8493977015914
"496",4,4,1949,1192,4,1,6,0,0,0,0,12,2006,11.8130300574206
"497",5,6,1963,1121,3,1,5,0,480,80,0,6,2009,11.8422292121128
"498",7,5,2007,1266,2,1,6,1,388,16,0,3,2008,11.9822726287897
"499",5,6,1961,1050,3,1,6,0,368,319,0,1,2006,11.8240798936072
"500",5,6,1976,1680,4,2,8,0,528,0,0,6,2007,11.8270425336191
"501",5,5,1948,1271,4,1,7,1,312,0,0,8,2008,11.8130300574206
"502",5,4,1957,1803,3,1,8,1,484,0,0,1,2006,11.9511803959014
"503",3,5,1955,1733,4,1,8,1,452,0,0,6,2009,11.8465364693104
"504",5,5,1994,990,3,1,5,0,672,0,0,2,2008,11.8844890214027
"505",5,6,1957,1526,4,1,7,1,364,78,0,5,2010,11.8810347865346
"506",5,6,1966,1154,3,1,6,1,480,58,0,11,2009,11.9447078813958
"507",6,4,1973,2521,5,1,10,1,576,20,0,6,2006,11.9276806199855
"508",5,7,1949,893,2,1,4,0,576,0,0,5,2007,11.8130300574206
"509",6,6,1968,1556,4,1,8,0,441,0,0,5,2009,11.9447078813958
"510",6,6,1977,1426,3,1,6,0,440,0,0,7,2009,11.979799201207
"511",5,5,1969,1096,3,1,6,0,299,32,0,3,2006,11.8407893270548
"512",6,5,2004,848,1,1,3,1,420,0,0,5,2006,11.9569700550459
"513",6,7,1971,1258,3,1,5,0,528,0,0,10,2008,11.8844890214027
"514",5,5,1963,1040,3,1,5,0,308,0,0,6,2010,11.7981044072039
"515",6,6,1992,996,2,1,5,0,564,0,0,4,2010,11.8981878657609
"516",7,5,2004,1709,3,1,7,0,380,40,0,4,2006,11.8313791960888
"517",7,5,1999,1252,2,1,4,0,462,48,0,3,2008,11.982929094216
"518",7,5,1978,1601,3,1,7,1,478,0,0,4,2009,11.9640010843304
"519",5,7,1960,1134,2,1,6,0,254,16,0,4,2007,11.8130300574206
"520",6,6,1959,1194,3,1,6,1,539,0,0,7,2006,11.979799201207
"521",5,7,1953,1008,2,1,6,0,240,18,0,5,2007,11.809319478024
"522",5,7,1967,894,3,1,5,0,450,0,0,5,2008,11.7752897294377
"523",5,6,1958,1601,3,1,6,0,300,34,0,12,2008,11.8493977015914
"524",5,5,1959,1040,3,1,6,0,286,0,0,7,2006,11.80335376309
"525",5,5,1980,936,2,1,4,0,672,0,0,8,2007,11.8493977015914
"526",4,3,1928,1981,4,1,7,2,576,44,0,12,2009,11.8130300574206
"527",5,5,1920,1167,3,1,6,1,495,0,0,5,2007,11.8775685785581
"528",5,7,1951,952,2,1,4,0,840,0,0,6,2008,11.8422292121128
"529",5,6,1928,1576,3,1,8,1,225,0,0,8,2006,11.9117015849276
"530",7,9,1920,1482,3,1,7,0,324,0,0,7,2009,11.870599909242
"531",5,4,1959,1466,3,1,6,2,528,140,0,11,2006,11.9177236840907
"532",6,6,1958,1261,3,1,6,1,433,0,0,11,2008,12.0015054797889
"533",6,7,1969,1352,4,1,7,0,299,36,0,3,2010,11.9703503120091
"534",7,6,1916,1690,3,1,7,1,225,0,0,7,2006,11.8775685785581
"535",4,5,1963,1382,3,1,6,1,459,82,0,10,2006,11.9049675527463
"536",5,7,1962,1283,3,1,6,0,506,0,0,10,2008,11.8493977015914
"537",4,9,1965,960,0,1,3,0,364,0,0,5,2006,11.8844890214027
"538",5,5,1962,999,3,1,6,0,300,72,0,5,2006,11.809319478024
"539",5,5,1968,1211,3,1,5,1,322,63,0,8,2008,11.805595078933
"540",6,6,1949,1846,3,1,7,1,315,0,0,1,2007,11.870599909242
"541",5,3,1951,2136,4,1,7,0,528,30,0,10,2006,11.8342840637814
"542",6,8,1958,1138,3,1,6,0,264,0,0,6,2007,11.8844890214027
"543",5,8,1965,912,2,1,5,0,576,240,0,12,2008,11.8981878657609
"544",5,5,1959,1188,3,1,6,0,531,0,0,5,2010,11.8635823365834
"545",5,6,1911,1964,4,1,7,0,0,192,0,11,2008,11.7752897294377
"546",5,5,1914,1784,4,1,9,0,180,40,0,7,2006,11.8414159318498
"547",6,5,2005,1141,3,1,6,0,484,0,0,3,2006,11.8670972786908
"548",5,5,1958,1524,3,1,7,0,315,0,0,7,2007,11.8775685785581
"549",5,6,1965,935,3,1,5,0,288,0,0,11,2006,11.8277362048103
"550",5,6,1910,1250,3,1,8,1,552,0,0,11,2007,11.8422292121128
"551",5,7,1977,1040,3,1,5,0,484,0,0,9,2009,11.9217183631711
"552",6,5,1971,1824,4,2,8,0,0,0,0,4,2010,11.8422292121128
"553",6,6,1939,1412,4,1,6,1,280,0,0,5,2009,11.7943379244084
"554",6,5,1963,1328,3,1,6,2,528,26,0,6,2010,11.870599909242
"555",7,5,1976,1664,4,1,8,1,528,28,0,3,2006,12.0008917945901
"556",5,5,1968,1052,3,1,5,0,288,0,0,11,2006,11.8386256046095
"557",5,6,1963,1128,3,1,6,0,525,20,0,12,2008,11.9511803959014
"558",6,5,2005,1072,2,1,5,0,525,44,0,6,2006,11.8493977015914
"559",10,5,2008,5642,3,1,12,3,1418,292,480,1,2008,11.982929094216
"560",5,7,1959,1246,3,1,6,0,305,0,0,5,2010,11.9447078813958
"561",7,5,2004,1708,3,1,7,0,380,40,0,4,2006,11.7752897294377
"562",5,5,1994,990,3,1,5,0,480,64,0,5,2009,11.8350089641393
"563",5,7,1948,1122,2,1,6,0,528,36,0,5,2008,11.8981878657609
"564",6,3,1957,1478,3,1,6,2,442,0,0,6,2009,11.9608112889623
"565",5,5,1976,954,3,1,6,0,576,0,0,7,2006,11.7943379244084
"566",5,5,1973,1656,4,2,8,0,506,211,0,11,2008,11.8130300574206
"567",6,5,2003,1114,3,1,6,0,576,78,0,7,2008,11.9511803959014
"568",7,5,2006,1456,3,1,8,1,440,0,0,7,2007,11.9565530341727
"569",6,9,1937,1176,2,1,4,0,624,0,0,7,2009,11.8122890421958
"570",5,6,1971,1078,3,1,6,1,500,0,0,4,2010,11.9177236840907
"571",7,5,2005,1200,2,1,4,0,480,166,0,4,2006,11.8786235774066
"572",6,5,2003,848,1,1,4,0,420,0,0,6,2009,11.8775685785581
"573",7,7,1920,1762,4,1,8,0,576,0,0,10,2006,11.9640010843304
"574",6,7,1916,2526,5,1,10,1,216,15,0,8,2007,11.8204101647182
"575",6,6,1941,1218,3,1,6,1,440,0,0,3,2007,11.7829526021833
"576",5,5,1948,1687,3,1,7,2,572,0,0,6,2010,11.982929094216
"577",5,8,1920,1513,4,1,8,0,180,0,0,5,2007,11.8313791960888
"578",5,4,1950,1904,3,1,7,0,240,0,0,5,2009,11.8350089641393
"579",6,6,1925,1608,3,1,7,1,216,16,0,10,2009,11.8310154935934
"580",5,5,1958,1344,2,1,6,1,484,28,0,6,2007,11.8775685785581
"581",5,5,1977,1126,3,1,5,1,484,41,0,5,2006,11.982929094216
"582",6,7,1957,1236,2,1,6,0,923,158,0,4,2010,11.9163885704077
"583",6,5,2004,848,1,1,3,1,420,0,0,5,2008,11.9137129835273
"584",5,7,1962,1188,3,1,6,0,312,39,0,4,2010,11.9697172002437
"585",5,5,1974,1792,4,2,8,0,0,45,0,9,2009,11.8204101647182
"586",7,5,2003,1710,3,1,8,0,548,61,0,2,2008,12.247694320221
"587",6,8,1976,1262,3,1,6,1,460,0,0,5,2007,12.109010932687
"588",5,6,1957,1600,2,1,6,2,319,258,0,12,2006,12.2428866186529
"589",8,5,2007,1234,3,1,7,0,484,30,0,1,2008,12.1001564199386
